ACCNTNUM,LOCNUM,LOCNAME,ADDRESSNUM,STREETNAME,DISTRICT,DSTRCTCODE,CITY,CITYCODE,STATE,STATECODE,POSTALCODE,COUNTY,COUNTYCODE,CRESTA,Latitude,Longitude,FLOORAREA,AREAUNIT,CNTRYSCHEME,CNTRYCODE,NUMBLDGS,BLDGSCHEME,BLDGCLASS,OCCSCHEME,OCCTYPE,YEARBUILT,NUMSTORIES,WSCV4VAL,WSCV4VCUR,WSCV5VAL,WSCV5VCUR,WSCV6VAL,WSCV6VCUR,WSCV7VAL,WSCV7VCUR,WSCV4LIMIT,WSCV4LCUR,WSCV5LIMIT,WSCV5LCUR,WSCV6LIMIT,WSCV6LCUR,WSCV7LIMIT,WSCV7LCUR,WSCV4DED,WSCV4DCUR,WSCV5DED,WSCV5DCUR,WSCV6DED,WSCV6DCUR,WSCV7DED,WSCV7DCUR,WSSITELIM,WSSITELCUR,WSSITEDED,WSSITEDCUR,WSCOMBINEDLIM,WSCOMBINEDLCUR,WSCOMBINEDDED,WSCOMBINEDDCUR,RESISTOPEN,ROOFAGE,ROOFANCH,ROOFSYS,CLADRATE,ROOFGEOM,CLADSYS,USERTXT1,USERTXT2,USERID1,USERID2,PRIMARYBLDG
2AR 0169443_24_1,2AR 0169443_24_1,2AR 0169443 05,,RD 181 KM 11 5 QUEBR SAN LORENZO  PR,,,SAN LORENZO,,,,00754,SAN LORENZO,129,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,2,12/31/9999,0,221905,USD,22190,USD,0,USD,0,USD,221905,USD,22190,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0169494_24_1,2AR 0169494_24_1,2AR 0169494 05,,VILLAS DE CARRAIZO DEV URB S45,,,TRUJILLO ALTO,,,,00976,TRUJILLO ALTO,139,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,111457,USD,11145,USD,0,USD,0,USD,111457,USD,11145,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0171376_24_1,2AR 0171376_24_1,2AR 0171376 05,,D6 3 ST HACIENDAS DE TRUJILLO ALTO  PR,,,TRUJILLO ALTO,,,,00976,TRUJILLO ALTO,139,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,118266,USD,11826,USD,0,USD,0,USD,118266,USD,11826,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0171468_24_1,2AR 0171468_24_1,2AR 0171468 05,,J-06 5 ST VILLAS DEL SOL D ARECIBO  PR,,,ARECIBO,,,,00612,ARECIBO,013,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,75532,USD,7553,USD,0,USD,0,USD,75532,USD,7553,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0171473_24_1,2AR 0171473_24_1,2AR 0171473 05,,144 R 2 ST JOSE SEVERO Q CAROLINA  PR,,,CAROLINA,,,,00985,CAROLINA,031,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,149337,USD,14933,USD,0,USD,0,USD,149337,USD,14933,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0171483_24_1,2AR 0171483_24_1,2AR 0171483 05,,12 A 1 ST CHINEA COMM TOA ALTA  PR,,,TOA ALTA,,,,00953,TOA ALTA,135,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,169286,USD,16928,USD,0,USD,0,USD,169286,USD,16928,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0171544_24_1,2AR 0171544_24_1,2AR 0171544 05,,110 SR KM 1 3 ARENALES W AGUADILLA  PR,,,AGUADILLA,,,,00603,AGUADILLA,005,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,207812,USD,20781,USD,0,USD,0,USD,207812,USD,20781,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0171564_24_1,2AR 0171564_24_1,2AR 0171564 05,,AH12 28 ST TOA ALTA TOA ALTA  PR,,,TOA ALTA,,,,00953,TOA ALTA,135,,18.36429700,-66.21830800,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,142804,USD,14280,USD,0,USD,0,USD,142804,USD,14280,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0171639_24_1,2AR 0171639_24_1,2AR 0171639 05,,2354 PASEO ALEGRE ST LEVI TOA BAJA  PR,,,TOA BAJA,,,,00949,TOA BAJA,137,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,155259,USD,15525,USD,0,USD,0,USD,155259,USD,15525,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0179417_24_1,2AR 0179417_24_1,2AR 0179417 05,,260 LAS CALDERONAS CEIBA  PR,,,CEIBA,,,,00735,CEIBA,037,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,123820,USD,12382,USD,0,USD,0,USD,123820,USD,12382,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0184324_24_1,2AR 0184324_24_1,2AR 0184324 05,,M10 18 ST OASIS GARD GUAYNABO  PR,,,GUAYNABO,,,,00969,GUAYNABO,061,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,245644,USD,24564,USD,0,USD,0,USD,245644,USD,24564,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0184326_24_1,2AR 0184326_24_1,2AR 0184326 05,,17 X A ST ALTURAS DE VE VEGA BAJA  PR,,,VEGA BAJA,,,,00693,VEGA ALTA,143,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,74832,USD,7483,USD,0,USD,0,USD,74832,USD,7483,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0190587_24_1,2AR 0190587_24_1,2AR 0190587 05,,SR 2 KM 84 1 INT COR HATILLO  PR,,,ARECIBO,,,,00612,ARECIBO,013,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,247076,USD,24707,USD,0,USD,0,USD,247076,USD,24707,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0212319_24_1,2AR 0212319_24_1,2AR 0212319 05,,LOT 233 KM 48 PR 787 BAY CIDRA  PR,,,CIDRA,,,,00739,CIDRA,041,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,62991,USD,6299,USD,0,USD,0,USD,62991,USD,6299,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0213653_24_1,2AR 0213653_24_1,2AR 0213653 04,,241 CALLE 9 MONTE ALTO GURABO  PR,,,GURABO,,,,00778,GURABO,063,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,158027,USD,15802,USD,0,USD,0,USD,158027,USD,15802,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0215582_24_1,2AR 0215582_24_1,2AR 0215582 04,,137 (15-G) VALDEPENA ST SAN GERMAN  PR,,,SAN GERMAN,,,,00683,SAN GERMAN,125,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,75749,USD,7574,USD,0,USD,0,USD,75749,USD,7574,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0215833_24_1,2AR 0215833_24_1,2AR 0215833 04,,AJ8 12 ST VALENCIA G BAYAMON  PR,,,BAYAMON,,,,00959,BAYAMON,021,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,172458,USD,17245,USD,0,USD,0,USD,172458,USD,17245,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0215846_24_1,2AR 0215846_24_1,2AR 0215846 04,,V 2 JDNS PALMAREJO CAL CANOVANAS  PR,,,CANOVANAS,,,,00729,CANOVANAS,029,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,94032,USD,9403,USD,0,USD,0,USD,94032,USD,9403,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0215906_24_1,2AR 0215906_24_1,2AR 0215906 04,,15-F COLOSO JADN CENTRAL HUMACAO  PR,,,HUMACAO,,,,00791,HUMACAO,069,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,178309,USD,17830,USD,0,USD,0,USD,178309,USD,17830,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0216187_24_1,2AR 0216187_24_1,2AR 0216187 04,,D 7027 16-59 PASEO DELA LOM PONCE  PR,,,PONCE,,,,00717,PONCE,113,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,151497,USD,15149,USD,0,USD,0,USD,151497,USD,15149,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0218021_24_1,2AR 0218021_24_1,2AR 0218021 04,,G19 SAN FELIPE DEV ARECIBO  PR,,,ARECIBO,,,,00612,ARECIBO,013,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,129791,USD,12979,USD,0,USD,0,USD,129791,USD,12979,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0221381_24_1,2AR 0221381_24_1,2AR 0221381 04,,PARCEL 49 A PEPITA L HUMACAO  PR,,,HUMACAO,,,,00791,HUMACAO,069,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,116234,USD,11623,USD,0,USD,0,USD,116234,USD,11623,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0221400_24_1,2AR 0221400_24_1,2AR 0221400 04,,137 AGUAS CLARAS CEIBA  PR,,,CEIBA,,,,00735,CEIBA,037,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,103174,USD,10317,USD,0,USD,0,USD,103174,USD,10317,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0221529_24_1,2AR 0221529_24_1,2AR 0221529 04,,173 RD KM 36 MONTELLANO CIDRA  PR,,,CIDRA,,,,00739,CIDRA,041,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,2,12/31/9999,0,130632,USD,13063,USD,0,USD,0,USD,130632,USD,13063,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0228167_24_1,2AR 0228167_24_1,2AR 0228167 04,,I 23 PALACIOS DELRIO TOA ALTA  PR,,,TOA ALTA,,,,00953,TOA ALTA,135,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,235370,USD,23537,USD,0,USD,0,USD,235370,USD,23537,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0228695_24_1,2AR 0228695_24_1,2AR 0228695 05,,CALLE 5 E-12 URB BUS HUMACAO  PR,,,HUMACAO,,,,00791,HUMACAO,069,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,99909,USD,9990,USD,0,USD,0,USD,99909,USD,9990,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0230694_24_1,2AR 0230694_24_1,2AR 0230694 04,,AS-22 RIO OROCOVIS ST VALL BAYAMON  PR,,,BAYAMON,,,,00956,BAYAMON,021,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,468855,USD,46885,USD,0,USD,0,USD,468855,USD,46885,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2500,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0233970_24_1,2AR 0233970_24_1,2AR 0233970 04,,316 EST DE STA ISABEL SANTA ISABEL  PR,,,SANTA ISABEL,,,,00757,SANTA ISABEL,133,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,73463,USD,7346,USD,0,USD,0,USD,73463,USD,7346,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0234198_24_1,2AR 0234198_24_1,2AR 0234198 04,,URB JOSE SEVERO QUINONEZ CAROLINA  PR,,,CAROLINA,,,,00985,CAROLINA,031,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,51928,USD,5192,USD,0,USD,0,USD,51928,USD,5192,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0242072_24_1,2AR 0242072_24_1,2AR 0242072 04,,LOT 447 11 ST NAVARR GURABO  PR,,,GURABO,,,,00778,GURABO,063,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,85807,USD,8580,USD,0,USD,0,USD,85807,USD,8580,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0254146_24_1,2AR 0254146_24_1,2AR 0254146 04,,34 AVE CASA LINDA BAYAMON  PR,,,BAYAMON,,,,00959,BAYAMON,021,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,216275,USD,21627,USD,0,USD,0,USD,216275,USD,21627,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0254219_24_1,2AR 0254219_24_1,2AR 0254219 04,,837 KM 1 0 SANTA ROSA I GUAYNABO  PR,,,GUAYNABO,,,,00969,GUAYNABO,061,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,193373,USD,19337,USD,0,USD,0,USD,193373,USD,19337,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0256721_24_1,2AR 0256721_24_1,2AR 0256721 04,,B16 ALFONSO CEBALLOS RIO GRANDE  PR,,,RIO GRANDE,,,,00745,RIO GRANDE,119,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,102214,USD,10221,USD,0,USD,0,USD,102214,USD,10221,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0263430_24_1,2AR 0263430_24_1,2AR 0263430 04,,509 RAFAEL LAMAR LA MERC SAN JUAN  PR,,,SAN JUAN,,,,00918,SAN JUAN,127,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,177291,USD,17729,USD,0,USD,0,USD,177291,USD,17729,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0263437_24_1,2AR 0263437_24_1,2AR 0263437 04,,C25 122 CARACOL ST RIO GRANDE  PR,,,RIO GRANDE,,,,00745,RIO GRANDE,119,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,67117,USD,6711,USD,0,USD,0,USD,67117,USD,6711,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0264702_24_1,2AR 0264702_24_1,2AR 0264702 04,,20-H ESTANCIAS DEL B CIDRA  PR,,,CIDRA,,,,00739,CIDRA,041,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,69524,USD,6952,USD,0,USD,0,USD,69524,USD,6952,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0269767_24_1,2AR 0269767_24_1,2AR 0269767 04,,C-15 URB PRADERAS SANTA ISABEL  PR,,,SANTA ISABEL,,,,00757,SANTA ISABEL,133,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,95339,USD,9533,USD,0,USD,0,USD,95339,USD,9533,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0270381_24_1,2AR 0270381_24_1,2AR 0270381 04,,LOT 239 9 ST GURABO  PR,,,GURABO,,,,00778,GURABO,063,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,137444,USD,13744,USD,0,USD,0,USD,137444,USD,13744,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0280493_24_1,2AR 0280493_24_1,2AR 0280493 04,,A-15 10 ST ATENAS DEV MANATI  PR,,,MANATI,,,,00674,MANATI,091,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,72178,USD,7217,USD,0,USD,0,USD,72178,USD,7217,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0286080_24_1,2AR 0286080_24_1,2AR 0286080 04,,303 HIGUEY STCOLINAS DE BAYAMON  PR,,,BAYAMON,,,,00957,BAYAMON,021,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,165306,USD,16530,USD,0,USD,0,USD,165306,USD,16530,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0290469_24_1,2AR 0290469_24_1,2AR 0290469 04,,17 CALLIE A VEGA ALTA  PR,,,VEGA ALTA,,,,00692,VEGA ALTA,143,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,195314,USD,19531,USD,0,USD,0,USD,195314,USD,19531,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0290530_24_1,2AR 0290530_24_1,2AR 0290530 04,,BO CAMPANILLA LOT 464 C TOA BAJA  PR,,,TOA BAJA,,,,00951,TOA BAJA,137,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,83266,USD,8326,USD,0,USD,0,USD,83266,USD,8326,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0294175_24_1,2AR 0294175_24_1,2AR 0294175 04,,URB FOREST VIEW M 95 CAL BAYAMON  PR,,,BAYAMON,,,,00956,BAYAMON,021,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,167818,USD,16781,USD,0,USD,0,USD,167818,USD,16781,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0302350_24_1,2AR 0302350_24_1,2AR 0302350 04,,LOT C 70 1 ST JOSE PH RIO GRANDE  PR,,,RIO GRANDE,,,,00745,RIO GRANDE,119,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,2,12/31/9999,0,204153,USD,20415,USD,0,USD,0,USD,204153,USD,20415,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0302363_24_1,2AR 0302363_24_1,2AR 0302363 04,,679 (H-2) ASIS ST CIUDAD VEGA BAJA  PR,,,VEGA BAJA,,,,00693,VEGA ALTA,143,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,154494,USD,15449,USD,0,USD,0,USD,154494,USD,15449,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0303718_24_1,2AR 0303718_24_1,2AR 0303718 04,,BO MARIANA188 INT 973-9 NAGUABO  PR,,,NAGUABO,,,,00718,NAGUABO,103,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,86849,USD,8684,USD,0,USD,0,USD,86849,USD,8684,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0305229_24_1,2AR 0305229_24_1,2AR 0305229 04,,M 19 STA JUANITA BAYAMON  PR,,,BAYAMON,,,,00956,BAYAMON,021,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,118846,USD,11884,USD,0,USD,0,USD,118846,USD,11884,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0308161_24_1,2AR 0308161_24_1,2AR 0308161 04,,H9 DELGADO ST VILLA JUS CAROLINA  PR,,,CAROLINA,,,,00985,CAROLINA,031,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,180921,USD,18092,USD,0,USD,0,USD,180921,USD,18092,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0322877_24_1,2AR 0322877_24_1,2AR 0322877 04,,9A MONTECARLO VEGA BAJA  PR,,,VEGA BAJA,,,,00693,VEGA ALTA,143,,18.45195600,-66.40730000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,120911,USD,12091,USD,0,USD,0,USD,120911,USD,12091,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0326427_24_1,2AR 0326427_24_1,2AR 0326427 04,,ESTANC ATLANTICA H18 CALLE LUQUILLO  PR,,,LUQUILLO,,,,00773,LUQUILLO,089,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,32653,USD,3265,USD,0,USD,0,USD,32653,USD,3265,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0334370_24_1,2AR 0334370_24_1,2AR 0334370 04,,C-14 GUASABARA SECTORBAIR CAGUAS  PR,,,CAGUAS,,,,00725,CAGUAS,025,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,201804,USD,20180,USD,0,USD,0,USD,201804,USD,20180,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0340563_24_1,2AR 0340563_24_1,2AR 0340563 04,,PR 917 KM 25 MONTONES AND LAS PIEDRAS  PR,,,LAS PIEDRAS,,,,00771,LAS PIEDRAS,085,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,130645,USD,13064,USD,0,USD,0,USD,130645,USD,13064,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0340574_24_1,2AR 0340574_24_1,2AR 0340574 04,,F 2 MANS MONTECASINO TOA BAJA  PR,,,TOA BAJA,,,,00949,TOA BAJA,137,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,164236,USD,16423,USD,0,USD,0,USD,164236,USD,16423,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0344402_24_1,2AR 0344402_24_1,2AR 0344402 04,,AF-434 ST TERRAZAS DE CAR CAROLINA  PR,,,CAROLINA,,,,00987,CAROLINA,031,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,111010,USD,11101,USD,0,USD,0,USD,111010,USD,11101,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
2AR 0347836_24_1,2AR 0347836_24_1,2AR 0347836 04,,173 KM 2 9 BO BAIROA AGUAS BUENAS  PR,,,AGUAS BUENAS,,,,00703,AGUAS BUENAS,007,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,104481,USD,10448,USD,0,USD,0,USD,104481,USD,10448,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
